I1,I2,I3,R1,R2,R3
16,39,30,38,41,9
21,19,31,55,63,27
178,234,158,192,211,50
26,39,56,42,69,12
1239,1366,1420,1224,1612,564
16,17,22,32,23,16
86,116,100,85,135,30
10,16,21,17,16,7
7,18,20,6,5,0
1,0,1,0,1,1
0,0,0,0,0,0
10084,10681,11673,8651,11031,3731
134,121,105,76,107,28
195,201,250,19,34,4
20249,18744,22337,16667,21458,6967
859,1037,1031,296,527,131
1,2,6,1,1,0
6,25,27,29,23,4
15,19,20,11,24,4
16,8,11,5,12,3
2,2,1,3,1,1
149,119,91,81,73,33
93,128,101,110,151,31
40,25,26,45,51,21
3279,3665,3882,3136,4186,1316
507,453,604,416,622,164
21,30,32,18,28,7
37,39,37,37,63,28
13,6,9,6,12,4
94,95,116,108,163,33
26,28,47,31,52,11
108,130,156,123,159,41
6,8,6,3,4,2
0,0,3,2,5,3
263,273,317,275,438,127
26,23,30,40,58,14
12,16,18,6,9,2
31,31,35,44,72,11
1374,1412,1482,844,1030,313
16,12,18,22,15,6
54,64,67,43,56,23
395,521,509,453,555,169
112,111,123,50,88,31
61,52,57,9,17,3
23,20,23,17,23,5
2297,1711,1246,1572,1244,718
21,15,11,56,50,14
0,0,0,0,0,0
140,145,176,524,576,216
175,195,170,152,223,72
346,356,392,386,490,152
848,905,959,799,1110,343
55,63,74,44,75,20
0,2,1,6,8,0
1235,1247,1311,1102,1279,439
40,40,47,30,43,21
3,6,5,2,5,0
16,22,26,22,40,11
11,5,7,5,4,1
13,12,33,21,36,4
23,28,39,31,60,15
29,16,27,21,31,10
24,25,27,17,27,8
13,22,15,27,27,6
119,132,158,131,156,64
14,12,11,10,12,4
237,205,344,238,357,81
225,168,236,138,263,61
162,189,205,257,355,123
219,277,286,217,343,93
150,169,230,261,433,91
25,17,25,25,40,12
12691,12293,10208,8084,9381,3594
7,10,9,12,4,1
12,24,18,37,66,19
178,148,206,160,204,47
13,17,17,12,23,8
1,5,11,3,11,1
0,0,0,0,0,0
121,112,168,104,181,45
0,0,3,1,1,0
2,7,6,4,10,1
157,155,178,160,179,56
6,9,3,4,8,3
82,108,115,92,162,60
17,25,41,25,59,14
20,30,24,6,18,2
143,185,259,36,52,13
1,1,3,1,5,1
27,31,39,29,43,16
41,56,64,62,76,25
20,21,17,100,123,26
998,1289,1364,1026,1477,488
39,59,65,75,125,40
0,0,0,0,0,0
746,689,771,757,930,305
3,5,1,5,6,0
25,27,35,26,43,5
21,21,32,20,19,6
0,2,2,1,3,0
14727,14215,14980,12279,13944,4829
108,112,150,144,190,70
9,6,8,23,12,6
2,0,0,0,1,0
45,44,59,32,56,16
33,28,29,16,35,6
1768,1696,1960,1288,1777,560
2162,2246,2399,1825,2515,798
4,7,11,4,12,5
375,425,452,505,665,195
3,4,9,1,3,1
16,21,24,15,27,12
613,722,705,95,183,43
359,359,424,371,552,136
24,44,55,50,82,17
1,0,5,2,4,0
1408,1430,1713,1301,1894,598
1,6,2,2,2,0
114,118,176,112,158,54
0,0,1,0,2,0
17499,18042,19036,14303,16721,6328
945,1003,1093,839,1120,387
5,3,9,7,6,2
5,3,0,4,7,0
13,13,12,32,64,20
1452,1368,1529,1384,1619,582
81,84,135,123,191,45
303,333,384,323,505,169
3,3,3,1,4,0
41,46,33,48,51,19
98,130,91,67,105,28
100,173,132,102,113,50
0,0,1,0,0,0
17,15,15,39,38,17
1,1,1,0,1,1
36,39,60,56,64,25
569,636,682,790,1062,333
25,32,33,29,48,12
8,6,10,6,7,2
11663,11923,12974,11761,14204,5348
6,18,13,11,24,4
18,9,27,20,26,5
0,3,3,0,5,1
21,25,36,26,29,11
50,63,77,530,623,214
3,7,10,11,6,2
6,6,14,7,12,2
71,114,115,154,191,36
345,429,527,282,468,109
927,1330,1463,944,1046,385
6,3,7,7,10,2
53,55,48,116,152,45
865,928,1160,948,1185,360
239,343,355,265,367,113
14711,15236,16410,11895,13702,5425
351,361,194,234,272,96
541,599,629,524,627,227
145,145,193,178,206,105
48,64,87,60,72,35
6,3,3,6,2,4
235,234,283,227,294,108
6207,7882,8077,7050,9163,2924
8,7,3,5,8,5
271,273,299,310,362,91
55,70,73,53,76,31
339,417,382,336,345,139
44,55,47,93,111,25
1033,1148,1328,1074,1284,436
36,60,53,141,165,73
97,107,121,120,156,41
1142,1428,1481,1456,2027,620
345,420,422,428,577,157
261,414,361,1166,1450,483
2,4,3,5,6,0
31,38,42,29,51,26
494,513,569,407,619,178
100,131,103,127,142,50
35,23,38,20,41,15
144,158,177,178,203,70
66,75,104,38,44,9
0,0,1,0,1,0
2,3,4,3,5,0
6,8,18,10,24,3
75,110,86,23,38,9
0,2,2,2,1,2
17,35,33,25,39,16
24,23,16,21,33,13
51,51,57,82,122,29
290,332,391,334,519,140
2,4,1,1,0,2
24,30,25,9,10,0
9,11,14,11,12,1
24,27,30,16,21,11
0,2,0,1,0,0
199,248,285,200,261,98
1,0,0,0,0,0
174,254,416,20,31,15
83,112,119,86,149,45
849,978,899,1082,1360,469
870,1098,1196,1044,1365,403
45,70,63,123,128,35
10,7,14,8,9,6
135,151,188,153,172,40
3,2,2,1,3,3
10,9,6,6,7,6
2244,2155,1836,1333,1528,488
2550,2450,3105,2205,2788,918
60,70,79,51,96,16
0,0,1,0,5,0
4,4,2,1,9,2
80,104,104,86,103,45
46,114,155,59,37,15
7283,5095,2363,4700,2533,2034
1,6,5,3,9,3
424,510,566,450,566,188
902,837,769,986,914,393
6,3,4,1,4,1
19,15,13,21,28,5
1,0,1,0,0,0
24,15,13,28,34,10
704,788,911,136,180,62
64,71,75,122,144,45
860,945,1062,831,1187,317
115,109,174,277,372,112
20,15,9,29,19,5
9,5,6,7,15,0
604,506,542,542,644,226
28,39,30,288,356,130
0,0,0,0,0,0
4,5,4,14,8,1
151,178,233,146,194,70
878,932,1068,928,1225,385
3,17,10,6,12,2
27,29,58,47,100,20
1,0,0,0,0,2
78,78,93,87,102,34
70,94,99,62,99,41
49,53,51,64,54,31
141,159,179,155,246,45
450,587,631,99,190,45
1,0,3,5,3,0
25,44,35,43,53,18
53,57,63,66,84,20
356,340,440,362,459,128
72,96,91,40,75,21
466,536,570,498,714,204
89,97,85,107,100,27
1,2,0,0,1,0
3,4,4,2,9,2
15,26,19,13,14,10
113,145,186,92,152,48
981,1173,1083,856,895,367
397,390,456,375,498,189
4,3,3,2,2,2
0,0,3,0,1,0
272,383,455,304,429,134
614,763,795,729,954,318
38,35,50,40,64,14
932,873,1114,967,1426,409
4369,4585,5258,4327,5681,1976
296,316,335,278,338,117
729,796,853,723,817,256
232,175,149,65,62,39
222,234,270,181,340,95
134,138,139,114,128,41
2,3,8,5,7,2
77,91,81,73,98,20
634,784,852,663,942,253
123,164,187,159,265,63
8,5,9,13,14,2
402,447,466,426,546,126
69,99,105,79,97,30
140,198,191,87,124,48
22,33,32,30,27,20
233,86,436,344,390,18
455,548,506,356,574,177
33,22,43,36,69,15
137,178,215,169,294,58
159,174,148,77,141,46
76,89,112,258,328,124
260,316,366,296,388,126
16,31,24,20,27,10
1,1,2,1,3,1
4,3,2,4,6,0
164,153,85,149,86,51
201,245,346,349,525,131
61,76,79,55,67,28
28,38,62,51,64,26
5,6,3,2,3,6
5,7,13,9,20,2
58,78,87,69,109,31
21,20,27,23,31,9
44,59,69,39,41,11
15,33,24,66,96,25
17,29,33,24,26,12
3,12,11,17,36,13
10,14,27,25,34,6
80,68,55,66,59,25
1676,2025,1902,1759,2152,652
4,1,3,7,5,0
17,18,18,8,16,2
29,43,34,361,408,141
110,67,105,82,156,41
19,34,28,21,13,4
1,0,0,0,0,0
1,1,0,0,2,0
14,33,36,23,38,21
9380,8560,9295,7067,8629,2752
28,36,27,36,43,20
145,164,206,155,225,63
2186,2451,2895,2440,3693,1062
628,482,383,456,398,213
14,19,21,11,25,16
18,25,34,34,43,19
0,0,2,0,1,0
5,18,11,22,17,8
212,249,306,215,344,73
1,0,0,2,1,0
36,44,74,84,80,22
0,3,0,0,2,0
2,0,1,0,0,1
97,91,79,80,113,23
73,95,92,47,81,18
122,140,137,150,193,45
0,1,0,1,0,0
61,73,51,69,89,25
420,523,550,432,595,171
766,955,983,814,1157,295
75,71,74,789,974,321
78,96,119,102,164,38
4,6,6,5,6,1
20,26,16,20,21,4
1,0,1,0,3,0
6,8,13,8,16,5
11,18,24,12,28,10
104,133,137,131,157,43
204,234,251,227,291,84
178,182,224,516,711,230
1804,1813,1735,1421,1606,717
582,598,538,576,619,229
5,12,23,8,23,2
36,57,75,49,59,19
574,404,851,828,1258,128
768,891,904,804,973,347
0,0,1,0,1,0
56,47,59,35,60,12
24,13,30,14,34,6
26,40,32,23,41,7
192,215,197,155,200,71
20,18,27,240,256,99
339,343,343,273,421,107
0,0,0,0,0,0
26,27,31,8,6,6
68,86,93,67,125,47
640,657,735,649,791,214
99,128,117,161,221,69
80,109,114,72,111,22
10,12,14,13,16,4
150,84,179,6,12,0
54,83,72,101,120,32
1,1,2,2,2,0
0,0,0,0,0,0
80,85,137,65,65,24
24084,25384,24916,23290,28333,10266
30195,31360,33468,26273,30028,11980
1395,1504,1885,2201,2890,715
2,0,3,3,10,0
0,1,2,2,2,4
982,1266,1556,1409,2166,566
16,25,17,19,44,7
263,311,345,260,350,112
21,25,45,3,11,3
12,19,18,12,23,4
0,0,0,0,0,0
55,55,73,81,101,23
27,41,35,64,50,12
231,254,253,274,320,94
6,8,12,4,5,2
116,132,125,98,112,44
1114,1279,1431,1102,1472,421
62,76,108,71,135,19
1,6,4,9,20,4
11,15,20,10,10,3
187,198,254,279,322,119
0,0,0,0,0,0
4,9,9,9,10,2
713,863,890,662,840,344
9,12,12,12,19,8
293,302,360,158,204,69
56,72,79,122,124,45
0,0,1,1,0,0
49,78,67,69,104,23
80,101,99,104,119,33
981,948,1172,844,1361,344
69,60,61,56,93,20
21,29,19,34,22,14
54,58,84,50,85,27
13,11,18,5,8,2
116,124,170,117,185,34
1091,1230,1488,882,1160,344
6,5,10,11,17,3
429,530,633,539,777,238
60,68,81,9,32,4
133,127,177,136,189,44
956,1194,1426,214,440,75
72,92,115,71,162,31
26,42,54,45,58,21
129,114,132,70,121,44
1,4,2,1,0,0
43,40,52,55,92,25
4,2,4,3,6,0
108,126,129,147,204,56
34,44,45,44,78,14
28,40,46,92,80,28
112,164,184,139,209,58
19,28,41,2,12,1
5,0,6,5,2,4
61,55,72,60,67,24
15,14,26,15,17,1
378,471,500,378,559,179
176,174,191,152,213,99
1123,1206,1192,968,1184,401
948,979,1028,1007,1185,441
0,4,3,2,2,0
162,191,207,321,349,146
121,167,161,141,176,57
105,63,92,50,69,25
389,478,555,469,543,122
0,0,0,0,0,0
45,50,64,44,75,15
86,83,85,97,122,43
0,3,2,1,2,0
344,378,405,120,178,41
89,117,91,65,100,21
509,596,595,599,744,230
3035,3448,4138,3209,4849,1601
10778,11901,11705,10753,13369,4836
37,40,39,64,90,38
12,12,11,12,13,6
19,38,20,78,56,44
115,137,152,129,187,47
211,257,365,94,182,35
183,213,178,3184,3068,1441
124,110,161,138,184,47
26,27,23,16,31,11
32474,32544,36301,25722,33550,11273
88,29,15,86,34,48
73,67,62,88,78,25
3,6,5,3,5,3
152,125,192,119,221,60
210,189,228,279,325,103
3,3,7,2,2,0
3497,3771,3041,3388,3367,1417
8,7,9,9,4,0
217,216,257,198,274,93
2035,2753,3177,1440,2385,524
274,330,374,279,414,119
1371,1350,946,954,914,387
47,50,58,29,44,13
97,196,198,151,247,74
66,65,84,62,91,41
16,17,14,16,23,6
61,98,108,88,112,39
749,585,584,1033,1243,398
8,11,12,6,14,5
15,8,12,22,14,5
1180,1376,2134,1190,1811,500
436,483,577,465,641,217
2579,2508,3198,2701,3413,1213
43,54,59,47,80,18
5,12,15,9,12,8
132,127,104,115,133,47
0,0,0,0,0,0
35,65,56,65,87,15
6,10,12,4,10,7
69,82,65,171,190,68
574,503,586,667,797,251
5,5,13,8,8,1
173,175,202,218,262,113
0,0,0,0,0,0
3,1,8,2,7,3
2,0,0,0,0,0
28,24,29,28,26,38
132,138,96,101,138,38
14,20,28,10,14,2
59,68,73,61,114,24
24,30,26,27,33,8
193,234,215,132,184,39
1,0,1,1,0,0
13,28,43,17,39,7
200,249,230,209,322,81
17,17,22,23,25,5
0,0,0,0,1,0
107,122,93,197,219,74
15,18,16,5,14,7
2103,2489,2523,2151,2878,877
4,3,6,2,11,3
19,26,25,20,27,11
17,22,16,24,24,9
19,12,31,6,8,0
151,132,173,84,148,31
0,0,0,0,0,0
3,9,12,17,15,4
10,17,12,7,14,7
55,62,46,44,73,27
0,0,0,0,0,0
6,6,0,2,1,0
25,41,53,55,59,16
62423,65472,69016,50595,60726,23156
106,123,153,138,193,52
15,16,24,151,219,53
15,23,22,20,39,5
42,43,55,61,86,27
7,7,5,6,12,2
64,68,75,49,87,23
439,455,498,442,527,172
5,7,12,6,12,1
259,341,360,301,372,132
5,7,10,3,3,0
9,11,5,9,4,2
32,27,45,59,68,13
568,527,646,578,664,252
41,56,38,54,69,23
55,95,117,47,97,46
202,230,288,220,330,80
680,883,715,496,673,174
51,54,71,45,67,19
3105,3668,3770,2884,3767,1268
15,16,15,15,32,1
13310,12970,15156,13294,16819,6665
70,83,89,86,109,53
4,3,8,7,5,1
262,288,269,221,260,81
100,120,115,96,143,55
1,3,0,0,3,0
149,200,175,158,214,74
1891,2015,2358,2589,3446,1144
10283,10486,11533,11830,14368,5011
51,69,65,6159,6802,2509
26,56,38,34,65,15
170,189,197,135,180,54
58,54,65,52,63,26
56,127,116,218,279,94
8,17,14,16,15,8
11105,11750,12359,9303,10838,4034
6,4,5,5,3,1
12,20,26,21,27,3
321,398,430,330,401,128
1,6,4,0,5,0
44,55,52,42,74,27
33,47,58,67,70,16
10,9,12,11,7,2
15,17,23,24,27,17
58,75,98,46,65,23
51,50,49,55,83,9
291,301,368,278,375,115
1339,1528,1575,1353,1894,562
89,118,114,141,139,72
12,15,22,23,25,2
39,56,84,11,29,3
45,31,33,40,46,12
1266,1222,1534,1137,1394,512
70,70,87,58,104,35
29,34,41,34,26,9
17,22,19,31,27,8
10,14,19,15,18,2
330,475,527,992,1537,408
2,2,1,2,7,0
253,199,245,203,246,103
1,0,4,0,2,0
96,120,129,147,222,50
7,8,8,10,12,3
22,13,25,13,31,9
671,781,703,577,852,229
70,78,66,100,98,33
32,33,42,51,66,13
1494,1754,1458,1239,1439,420
0,0,0,0,1,0
0,0,0,0,0,0
1164,1114,1174,1044,1638,448
33,43,62,55,61,12
45,71,88,50,102,38
65,67,106,36,48,19
1,2,4,1,7,1
134,156,139,133,173,43
0,3,0,1,0,0
210,289,274,237,346,109
87,111,111,192,241,97
39,52,68,76,76,14
5,7,12,30,38,6
48,50,54,11,16,7
5789,6207,7003,5233,6312,2290
0,0,1,0,1,0
388,454,458,408,480,209
3,19,11,14,16,1
23,27,35,18,34,5
70,71,102,84,90,31
265,354,297,343,515,164
2,1,0,1,4,0
49,62,64,42,54,13
10550,7229,10827,8875,12080,2721
54,53,65,45,86,25
0,0,0,0,0,0
127,136,160,123,156,44
256,304,312,323,361,120
46,58,80,17,41,14
43,47,61,49,74,10
159,179,195,204,226,83
1,4,1,3,5,5
64,66,52,76,84,34
76,82,115,22,31,6
156,240,260,190,244,83
1,2,4,1,1,0
951,767,206,1048,482,403
841,866,663,723,746,292
1085,1169,1203,1319,1495,542
16,15,22,29,54,18
673,676,811,647,863,325
4,2,8,5,7,1
24,19,27,13,31,13
13,6,5,9,4,4
158,181,228,155,258,68
776,610,665,589,585,245
8,4,6,3,3,4
1054,1064,1081,1032,1161,424
374,438,574,419,648,211
213,236,275,199,325,101
3811,4030,4589,3517,5061,1386
4,4,11,6,5,2
426,483,607,425,693,195
2165,2627,2845,2425,3570,1034
407,322,554,485,763,158
25,26,35,26,39,14
0,8,4,3,4,1
890,938,996,862,961,336
372,405,440,302,421,107
962,1042,1144,815,1177,370
29,24,39,45,42,14
3,5,10,17,33,3
3735,3559,4008,3338,4120,1441
7,10,11,7,8,3
1359,2297,1808,1006,1056,414
50,79,54,38,51,24
0,0,0,0,0,0
131,140,148,178,193,69
34,33,36,46,53,15
1457,1458,1451,1296,1594,559
177,188,263,170,273,67
0,1,1,4,0,0
69,126,119,113,171,48
6,15,25,25,37,5
0,2,0,5,1,0
0,0,0,1,0,0
0,0,0,0,0,0
6,6,7,5,8,12
7,7,7,16,27,8
560,574,631,620,841,281
14,18,19,19,26,10
294,340,406,66,114,27
0,0,0,0,0,0
15,16,18,19,36,11
513,624,686,942,1334,434
3,6,2,7,13,3
6,11,7,8,7,10
117,123,179,124,259,76
461,486,498,56,122,24
2,10,7,5,8,1
3,5,6,7,8,1
12,16,17,21,19,9
2543,2331,2424,2376,2394,1048
25,48,50,36,56,13
135,180,162,53,66,13
402,519,554,441,606,188
1986,2430,1967,1909,2357,777
14,32,19,78,120,37
44,35,47,33,61,9
108,128,127,116,162,46
38,52,74,45,83,21
3715,3661,4270,3305,4611,1334
1,2,1,1,0,0
4,0,7,3,4,0
55,38,65,59,74,27
1,8,7,7,10,2
84,103,122,131,102,44
0,2,2,2,1,0
23,20,22,25,24,12
1158,1215,1227,1227,1445,547
13,14,5,13,17,3
18,22,16,20,17,5
10,9,13,14,16,2
163,189,232,191,232,65
1,0,2,1,5,3
97,108,104,9,21,9
119,173,151,144,191,49
83,112,81,65,101,29
95,108,115,72,100,40
2920,1322,1074,1490,834,835
16,12,18,12,21,5
30,20,41,36,53,18
0,0,1,1,1,0
270,319,318,229,305,101
29,31,47,39,44,23
3,2,5,2,5,1
1229,1559,1631,1490,2256,555
0,0,0,0,5,0
5161,5469,5781,4947,6142,2200
10,18,21,14,17,4
109,93,80,102,124,62
44,59,58,53,87,22
464,553,657,566,831,206
3849,4272,4643,3373,4191,1291
9,14,16,17,27,7
690,699,670,574,718,284
1,2,1,2,0,1
34,42,57,41,48,12
13,19,13,22,24,4
0,0,2,1,1,0
361,320,405,315,516,134
347,310,364,288,368,139
4,4,8,4,12,6
2,1,7,0,0,0
536,579,643,570,720,219
0,0,0,0,0,0
17,29,19,18,37,15
104,149,131,100,107,37
13,8,6,16,9,10
5132,5472,5666,4126,5482,1758
2,4,7,1,9,0
9,21,25,15,52,4
2062,2173,2351,2025,2483,920
424,470,558,449,615,196
33,38,59,49,60,18
75,77,86,75,90,46
49,41,46,56,54,31
189,251,397,284,416,100
49,53,79,41,82,30
0,0,0,1,0,0
10,10,12,10,17,4
12,21,14,26,48,12
35,43,67,9,27,3
1,1,0,0,0,0
2,4,8,6,9,2
2025,2720,2091,2176,2028,1146
464,552,608,451,578,139
2,2,4,1,3,1
3808,3558,3863,3377,4189,1575
21,21,23,18,38,15
0,0,0,0,0,0
80,81,74,79,113,57
22,26,26,20,32,12
338,411,482,365,562,187
0,0,2,0,2,0
484,601,643,821,1223,377
100,105,142,113,174,41
104,119,114,113,143,36
18,18,9,17,31,5
658,736,799,699,897,299
287,294,339,258,357,97
1,1,0,2,6,0
85,55,45,80,84,26
699,923,888,878,1108,408
2,1,2,4,1,1
94,120,116,168,198,79
8,7,3,8,5,0
568,356,156,300,218,146
5,3,12,16,22,10
534,303,933,346,270,174
5,9,15,9,20,5
204,303,303,791,854,268
1,0,1,0,3,4
132,196,196,157,197,75
142,160,124,108,135,68
6146,6592,7145,5635,7655,2428
2255,2279,2686,1711,2240,780
91,110,88,119,144,33
21237,20617,21956,18763,22768,8095
0,0,0,0,0,0
8,7,14,12,19,5
8,5,6,7,28,4
39,35,42,40,76,23
40,53,67,87,134,34
44,46,47,24,39,7
39,61,57,82,119,22
0,0,0,0,0,0
15,10,6,12,20,1
75,106,93,74,130,31
2,14,9,4,6,3
297,357,382,325,395,133
52289,73787,85029,59466,117334,26082
12,12,21,16,15,4
133,150,150,96,165,43
218,252,238,232,257,78
1,2,0,0,3,1
605,719,814,645,800,257
1,3,0,0,0,1
175,181,223,204,280,51
118,126,116,129,133,58
88,108,81,68,105,22
240,299,409,251,410,94
26,30,38,27,29,6
2296,2385,2614,2206,2949,943
326,316,411,448,571,158
26,30,37,30,46,12
10,13,13,8,23,6
0,0,0,0,0,0
359,361,408,320,476,119
85,82,83,118,195,60
15,25,26,22,26,7
12,15,10,24,37,7
5,10,21,5,7,3
3,9,11,2,2,0
62,53,53,56,75,12
79,90,96,120,156,72
337,343,420,298,450,150
142,145,183,157,222,86
383,390,497,362,477,185
157,141,166,7,4,2
0,2,1,3,7,1
89,93,88,72,97,30
4,8,11,3,5,1
30,28,36,38,80,10
17,14,29,13,19,2
61,74,86,11,30,8
17,16,14,7,19,6
140,204,204,180,233,59
0,1,3,3,3,0
635,755,745,643,945,321
0,3,1,7,3,1
585,663,791,747,931,262
253,360,486,169,149,46
3,5,1,3,1,1
0,1,0,0,0,0
5,2,3,2,3,1
20,14,28,17,32,16
254,259,170,146,166,34
301,278,325,265,384,122
71,54,74,79,94,25
625,694,832,773,929,276
55,64,77,69,73,19
2,4,13,5,15,0
837,896,881,713,857,330
10,7,5,5,3,0
62,70,51,96,90,32
74,85,67,139,149,36
88,119,113,88,139,30
2,3,4,4,4,3
653,747,1001,167,314,76
19,16,24,23,23,20
285,327,406,387,564,151
28,50,34,31,44,12
1,1,2,1,0,0
48,69,107,101,121,27
39,58,63,88,91,36
76,85,114,113,136,50
74,91,111,78,98,32
96,109,103,89,123,40
169,197,238,150,252,77
1,4,5,5,7,2
23,44,35,28,29,15
8,15,17,15,16,5
112,132,145,114,181,50
7,7,12,5,5,1
295,401,415,290,367,108
76,86,79,99,140,46
0,0,3,0,0,0
442,682,792,433,743,181
1177,1293,1239,1143,1443,447
0,1,1,1,1,0
350,352,467,148,260,52
15,13,21,25,30,5
3,4,1,0,2,1
3,3,5,6,12,3
135,143,149,173,179,65
36,87,60,37,42,15
3,7,5,6,3,1
380,379,423,381,489,136
19,18,19,24,32,14
80,55,49,48,65,24
1763,1968,1913,2230,2842,867
942,997,986,884,1110,363
62,73,109,62,66,22
12,16,15,16,12,6
68,48,50,55,71,23
1353,1457,1635,1155,1496,594
25,36,24,30,36,17
0,1,0,1,0,0
26,20,43,29,31,13
4,3,3,6,12,7
300,244,267,254,239,65
3,1,3,10,7,0
1,0,0,0,1,1
202,200,202,39,70,24
10,13,13,8,11,6
2671,2890,2836,2363,3069,995
75,69,80,83,103,41
5,13,5,7,26,5
46,76,82,169,205,81
11,17,11,18,34,11
1,5,7,3,10,1
13,17,9,32,47,25
168,168,169,157,202,88
1386,1349,1568,1256,1567,569
736,1007,1035,725,1210,271
4,6,8,4,3,5
12,13,12,7,13,1
461,534,596,453,743,213
332,400,447,393,450,167
63,64,56,139,197,57
3,3,1,0,1,0
44,47,43,46,63,25
2,7,4,1,12,3
1037,1052,1086,814,1028,344
400,413,298,609,537,288
183,244,203,308,385,89
1021,1183,1193,1074,1426,445
213,248,207,224,220,68
2108,2116,2542,1830,2610,850
0,1,0,1,0,1
34,37,29,47,61,23
28,12,14,13,21,6
2138,2270,2567,1876,2500,803
701,930,1171,577,1219,263
45,57,97,103,121,35
633,673,725,597,724,249
16,23,29,16,29,8
0,0,0,0,0,0
15,16,13,22,20,9
563,647,654,582,647,230
11,11,6,11,21,8
12,13,17,18,20,4
59,68,140,100,157,50
1,0,2,0,1,1
79,106,154,95,132,43
417,529,632,477,686,165
4177,4630,4923,3537,4708,1504
21,24,23,29,49,23
6,1,3,1,0,1
10,8,5,7,20,2
82,89,136,123,126,31
20,22,23,13,34,5
499,559,547,217,371,92
31,41,26,28,27,14
36,78,79,98,125,34
17,13,9,23,16,6
8,5,9,4,8,0
1,3,5,1,3,0
21,52,54,37,67,11
0,0,0,0,1,0
50,42,17,48,65,29
76,89,89,108,116,41
24,28,31,31,40,14
1208,1470,1946,2472,2354,791
36,56,53,70,93,25
2146,2373,2537,1876,2289,795
12,14,21,29,54,3
99,133,102,324,464,146
1,3,0,0,0,0
2475,2393,2830,2136,2955,1024
58,79,84,93,107,20
0,2,0,0,0,0
79,96,83,78,96,28
3,3,10,11,7,1
283,529,581,310,235,97
21,30,46,26,49,6
29,52,61,54,69,13
164,197,203,157,228,56
65,110,126,103,137,42
31,23,16,5,11,2
8,5,7,7,5,2
102,106,123,81,120,31
7,13,12,25,22,10
368,442,368,430,489,157
261,284,343,249,303,100
4384,4394,5303,3799,5227,1671
372,444,479,427,598,184
22,33,36,27,48,9
27,23,49,25,52,10
2,3,0,0,1,0
168,179,218,225,269,81
8,8,17,7,14,3
355,386,454,361,494,146
7,9,13,8,9,9
80,92,114,107,142,30
224,289,294,304,405,122
3,1,0,1,2,0
740,717,584,712,773,305
78,97,146,133,118,56
954,1013,922,841,983,356
29,33,45,31,46,8
61,37,38,51,43,12
20,26,20,26,26,9
7,6,11,4,8,4
710786,808328,876793,985614,897616,225622
20,23,13,14,35,13
53,78,86,75,84,21
20,24,37,31,31,15
1,0,1,0,4,2
366,411,461,373,453,194
104,106,114,159,186,66
20,41,25,48,48,11
6,13,13,8,12,7
8125,8837,9614,7191,9409,2979
70,68,57,138,202,54
0,0,0,0,0,0
10,19,18,13,15,10
14,7,5,8,7,0
1,1,2,0,2,1
26,38,53,66,66,20
18,16,14,25,24,5
1,0,0,1,0,1
3,1,2,0,2,0
1696,1685,1750,1439,1592,633
465,556,544,550,646,186
26,34,29,19,43,4
42,53,65,50,72,17
4,9,3,1,3,0
0,0,0,0,0,0
26,42,38,34,46,11
839,995,1035,759,906,317
61,79,79,59,107,14
16,17,28,30,39,9
1,2,1,6,1,1
84,88,102,107,135,37
14,21,26,33,44,16
16,8,11,14,18,0
6920,6616,7085,5289,6454,2200
25,41,43,28,50,14
0,0,0,0,0,0
706,725,827,94,180,36
20,33,33,24,31,12
33,24,41,28,57,14
32,43,43,23,31,13
15,31,29,305,397,105
421,422,580,304,480,155
115,109,132,91,116,49
65,65,79,69,101,24
0,0,0,0,0,0
79,100,95,86,83,35
0,0,2,0,0,0
51,56,70,43,89,17
0,1,0,0,2,0
4,7,6,8,3,3
280,393,373,353,491,124
2,6,1,0,1,3
486,556,729,888,784,298
0,0,0,0,1,0
0,0,0,0,0,0
160,202,195,172,215,59
90,133,192,26,54,18
65,65,63,45,94,35
1018,1179,1287,1002,1336,392
46,38,46,42,86,15
39,34,40,96,88,57
12,18,8,9,8,3
2512,2591,3016,2463,3004,1085
1326238,1691356,1461809,1625289,1594776,584251
22,26,30,23,26,12
10,19,17,21,21,4
1,2,2,0,0,0
21,39,24,9,13,5
1869,1930,1974,1875,2319,765
18,21,19,23,16,8
1389,1668,1799,1685,2055,775
4,4,14,12,12,5
12,18,13,24,32,15
373,443,542,10,30,0
354,344,507,328,480,132
13,10,16,3,20,2
80,102,111,90,134,34
24065,24967,24071,19380,22303,8719
10,24,21,6,13,2
20,21,22,11,17,5
385,432,791,501,927,199
25,31,35,2,4,2
12,21,20,9,8,6
90,120,143,124,194,38
58,49,46,53,79,22
11,19,23,4,10,2
0,0,0,0,1,1
28,41,42,32,46,10
1,2,3,3,5,1
30,36,45,32,29,7
16,27,20,25,27,29
2,2,2,4,4,2
0,0,1,0,1,0
2,5,9,1,2,0
8,2,5,2,0,0
87535,84137,84216,71144,80892,31509
4,6,14,8,18,1
177,268,289,230,434,122
5,7,11,16,14,10
804,843,962,910,1078,293
516,666,745,444,539,166
0,0,0,0,0,0
22,27,40,22,39,10
150,143,151,132,184,46
8,22,10,73,81,27
1,0,3,1,3,1
9,2,7,6,15,0
38,45,39,47,64,21
41,25,42,33,56,16
1004,1082,1123,969,1228,364
1732,1723,2037,1353,1928,666
2124,2077,1477,1096,1146,472
3054,3582,2673,2600,3068,928
1062,1049,1174,1022,1350,264
240,255,269,229,315,93
42,50,69,42,75,21
11,13,36,23,32,7
29,34,35,36,35,10
